order_id,pincode_id,pincode_rto_rate,pincode_tier,payment_mode,order_value,discount_pct,category,is_weekend_order,address_length,address_has_landmark,pin_matches_city,customer_tenure_days,customer_past_orders,customer_past_rto_count,customer_past_rto_rate,is_rto,_true_risk_prob
ORD000494,PIN0176,0.22035230981956289,1,COD,899.59,10.8,apparel,1,5,0,1,822,11,2,0.177,0,0.672
ORD000495,PIN0118,0.10553235910087899,1,Prepaid,983.14,10.1,apparel,0,32,1,1,144,3,0,0.086,0,0.023
ORD000496,PIN0146,0.36719789136152997,3,COD,1997.96,0.0,footwear,0,14,1,1,63,1,0,0.24,1,0.549
ORD000497,PIN0139,0.20637671394889248,1,COD,2724.2,12.4,beauty,1,19,1,1,72,2,0,0.168,1,0.642
ORD000498,PIN0139,0.20637671394889248,1,Prepaid,4683.65,14.8,footwear,0,49,1,1,392,8,2,0.254,0,0.058
ORD000499,PIN0068,0.10820352955491426,2,COD,2566.99,8.0,electronics,0,57,1,1,1161,23,1,0.06,0,0.212
ORD000500,PIN0173,0.3718265525210354,1,COD,756.78,9.0,electronics,0,36,1,1,50,0,0,0.347,0,0.396
ORD000501,PIN0192,0.18423061753085718,2,COD,521.74,12.6,apparel,1,15,1,1,26,1,0,0.181,0,0.685
ORD000502,PIN0089,0.22910754448601503,2,COD,765.42,24.8,electronics,0,27,1,1,887,17,4,0.235,0,0.325
ORD000503,PIN0040,0.37739358518775873,2,COD,1599.62,13.9,home,0,52,0,1,633,7,2,0.338,0,0.523
ORD000504,PIN0263,0.16689791901383302,2,Prepaid,830.05,0.0,home,0,44,0,1,291,4,1,0.143,0,0.038
ORD000505,PIN0263,0.16689791901383302,2,Prepaid,628.72,0.7,home,0,21,1,1,399,9,2,0.208,0,0.073
ORD000506,PIN0246,0.04499326698297448,3,COD,2949.36,26.2,footwear,0,35,0,1,17,0,0,0.102,0,0.476
ORD000507,PIN0289,0.3429607414101108,1,Prepaid,808.71,6.8,apparel,1,60,0,1,268,4,1,0.256,0,0.111
ORD000508,PIN0058,0.26591533886111357,2,Prepaid,1511.19,13.9,apparel,1,49,0,1,160,2,0,0.238,0,0.101
ORD000509,PIN0263,0.16689791901383302,2,COD,1482.83,38.1,home,1,24,1,1,116,3,0,0.117,1,0.618
ORD000510,PIN0162,0.025305057507046393,1,Prepaid,168.86,22.6,electronics,0,50,1,1,85,1,0,0.118,0,0.024
ORD000511,PIN0132,0.24870174259221878,1,Prepaid,2829.66,0.0,apparel,1,33,0,1,665,6,1,0.179,0,0.096
ORD000512,PIN0118,0.10553235910087899,1,Prepaid,388.05,32.3,apparel,1,32,1,1,385,5,1,0.182,0,0.056
ORD000513,PIN0178,0.056718874516770906,3,Prepaid,273.27,16.8,footwear,0,47,1,1,34,3,0,0.047,0,0.021
ORD000514,PIN0076,0.3281745219329262,2,COD,735.86,19.4,footwear,0,23,0,1,1,1,0,0.247,0,0.806
ORD000515,PIN0254,0.07646704519158327,1,COD,528.35,18.7,apparel,0,36,0,1,100,1,0,0.112,1,0.268
ORD000516,PIN0114,0.09429357946075165,2,COD,2532.59,26.0,beauty,0,65,1,1,52,2,0,0.137,1,0.289
ORD000517,PIN0092,0.048514119952498914,3,COD,1328.07,14.0,apparel,0,94,0,1,17,0,0,0.113,0,0.355
ORD000518,PIN0220,0.4411853605605627,2,COD,680.51,0.0,apparel,1,10,0,1,279,5,2,0.328,0,0.798
ORD000519,PIN0239,0.03046948595756026,3,Prepaid,262.41,18.9,apparel,0,27,0,1,235,3,0,0.037,0,0.03
ORD000520,PIN0153,0.08879927597471768,3,COD,1443.42,0.0,apparel,1,67,0,1,169,2,0,0.137,1,0.3
ORD000521,PIN0247,0.1845798232770183,2,COD,869.26,36.8,footwear,1,19,1,1,373,4,1,0.256,1,0.685
ORD000522,PIN0001,0.19426107661547698,1,Prepaid,1588.38,10.7,apparel,0,42,1,1,77,1,0,0.235,0,0.037
ORD000523,PIN0269,0.16817721963481505,2,COD,1334.38,14.4,beauty,0,80,0,1,85,0,0,0.19,0,0.332
ORD000524,PIN0116,0.19943366426208856,2,COD,543.85,6.9,footwear,1,30,0,1,125,2,0,0.185,0,0.408
ORD000525,PIN0038,0.1659381340634445,2,Prepaid,1735.01,19.1,apparel,0,39,1,1,91,5,1,0.147,0,0.034
ORD000526,PIN0213,0.38875728814876137,1,COD,345.52,20.5,beauty,0,19,1,1,460,6,2,0.28,0,0.66
ORD000527,PIN0166,0.31626333508388804,3,COD,839.61,6.9,electronics,0,58,1,1,267,4,1,0.286,0,0.329
ORD000528,PIN0161,0.13247688971241237,1,COD,932.9,20.4,apparel,1,9,0,0,242,3,1,0.187,1,0.869
ORD000529,PIN0257,0.41431705315609935,3,Prepaid,1034.9,15.8,apparel,0,31,1,1,12,0,0,0.282,0,0.121
ORD000530,PIN0245,0.057521588414221454,2,COD,324.9,13.8,footwear,1,19,1,1,323,3,0,0.059,0,0.426
ORD000531,PIN0113,0.23619703608082426,3,COD,2447.39,6.0,electronics,1,38,0,1,222,3,1,0.233,1,0.45
ORD000532,PIN0114,0.09429357946075165,2,COD,542.69,42.8,apparel,0,82,1,1,301,3,0,0.121,0,0.272
ORD000533,PIN0294,0.040004163438341296,1,COD,202.42,29.2,electronics,0,52,0,1,172,5,0,0.089,0,0.276
ORD000534,PIN0028,0.17457033883238962,3,Prepaid,1365.61,23.7,footwear,0,49,0,1,300,5,1,0.248,0,0.068
ORD000535,PIN0203,0.15412845945996423,1,COD,3662.31,28.5,home,0,50,0,1,411,12,2,0.147,0,0.437
ORD000536,PIN0114,0.09429357946075165,2,Prepaid,167.86,18.6,footwear,0,44,1,1,14,0,0,0.128,0,0.047
ORD000537,PIN0031,0.41967486187398545,2,COD,2016.11,10.8,home,0,70,1,1,162,4,1,0.326,0,0.421
ORD000538,PIN0179,0.09543333500337425,3,COD,1091.92,0.0,apparel,0,60,1,1,571,14,2,0.121,0,0.156
ORD000539,PIN0066,0.17989723194024237,1,Prepaid,337.48,0.4,apparel,0,18,1,1,253,2,1,0.255,0,0.082
ORD000540,PIN0261,0.3559963391748867,2,COD,926.92,41.0,electronics,0,64,1,1,264,2,0,0.221,1,0.455
ORD000541,PIN0000,0.17388674862848544,2,COD,3087.36,28.9,electronics,0,49,0,1,160,3,0,0.127,1,0.441
ORD000542,PIN0280,0.20881393589165134,1,Prepaid,2628.02,17.4,beauty,0,54,0,1,464,11,3,0.227,0,0.087
ORD000543,PIN0144,0.364923011242039,1,COD,5266.89,0.0,home,0,5,1,1,95,2,0,0.241,0,0.628
ORD000544,PIN0224,0.1089637341306029,1,COD,1791.72,22.6,apparel,1,45,0,0,205,2,0,0.177,1,0.703
ORD000545,PIN0297,0.37085986126357623,1,Prepaid,717.28,11.7,footwear,0,42,0,1,3,0,0,0.23,0,0.139
ORD000546,PIN0152,0.17087336091455124,3,COD,1990.93,23.4,electronics,0,31,1,1,4,0,0,0.209,1,0.403
ORD000547,PIN0277,0.19920035272973524,1,COD,594.97,1.7,home,0,66,0,1,281,2,0,0.121,0,0.275
ORD000548,PIN0046,0.29996584020542727,1,COD,989.28,9.1,electronics,1,12,0,1,715,8,2,0.29,1,0.752
ORD000549,PIN0291,0.059567133894519744,3,COD,598.92,25.6,home,0,105,0,1,124,3,0,0.045,0,0.257
ORD000550,PIN0068,0.10820352955491426,2,COD,1786.42,38.1,footwear,0,22,1,1,149,1,0,0.104,0,0.482
ORD000551,PIN0032,0.1125112445860934,3,Prepaid,1675.66,7.1,apparel,0,54,0,1,1014,16,1,0.076,0,0.033
ORD000552,PIN0249,0.18175191628401088,2,COD,644.68,3.0,electronics,0,49,1,1,184,3,1,0.175,0,0.21
ORD000553,PIN0045,0.11778983919317748,1,Prepaid,2314.71,27.3,home,1,68,0,0,614,9,2,0.269,0,0.258
ORD000554,PIN0057,0.1556157190694676,2,COD,2825.57,0.0,footwear,0,78,0,1,204,4,0,0.12,1,0.316
ORD000555,PIN0153,0.08879927597471768,3,COD,723.05,0.7,beauty,0,36,1,1,76,1,0,0.22,0,0.183
ORD000556,PIN0288,0.1006295496297796,1,COD,1463.47,18.2,apparel,0,48,0,1,59,2,0,0.172,0,0.303
ORD000557,PIN0033,0.04435552253412907,2,Prepaid,2943.32,40.0,beauty,0,36,1,1,57,0,0,0.069,0,0.042
ORD000558,PIN0134,0.16060864625339236,2,COD,1370.83,4.8,beauty,1,25,1,1,16,0,0,0.113,1,0.37
ORD000559,PIN0193,0.24561833162778066,2,COD,841.02,10.6,apparel,0,45,0,1,124,3,1,0.192,1,0.362
ORD000560,PIN0031,0.41967486187398545,2,Prepaid,1020.74,16.3,beauty,0,44,1,1,13,0,0,0.284,0,0.123
ORD000561,PIN0251,0.1970314724318071,2,Prepaid,715.69,9.3,beauty,0,45,1,1,824,17,3,0.158,0,0.032
ORD000562,PIN0141,0.07604489038465068,2,COD,2364.08,0.0,apparel,1,37,1,1,91,2,0,0.191,1,0.23
ORD000563,PIN0127,0.4135814221350584,2,Prepaid,2168.25,24.6,apparel,0,51,0,1,437,7,2,0.223,0,0.112
ORD000564,PIN0143,0.30134916635767295,3,COD,582.24,17.2,home,0,60,0,1,51,1,0,0.258,0,0.452
ORD000565,PIN0285,0.33672858512786896,1,COD,679.63,19.4,apparel,0,20,1,1,50,0,0,0.272,1,0.624
ORD000566,PIN0066,0.17989723194024237,1,COD,277.77,13.3,apparel,1,57,0,1,204,3,1,0.273,1,0.466
ORD000567,PIN0239,0.03046948595756026,3,COD,1608.08,33.2,home,0,76,0,1,61,0,0,0.167,0,0.317
ORD000568,PIN0061,0.017546598413318317,2,COD,397.89,8.9,apparel,1,19,0,1,370,3,0,0.094,0,0.508
ORD000569,PIN0211,0.1136149651497779,1,Prepaid,3997.43,2.1,apparel,0,48,1,1,853,15,1,0.062,0,0.027
ORD000570,PIN0096,0.08766139781561612,2,COD,528.52,35.0,footwear,0,54,1,0,149,5,1,0.216,1,0.567
ORD000571,PIN0058,0.26591533886111357,2,Prepaid,154.56,0.0,beauty,1,60,1,1,44,0,0,0.137,0,0.045
ORD000572,PIN0232,0.2018970243353363,2,Prepaid,383.42,13.2,apparel,0,62,1,1,102,1,0,0.129,1,0.032
ORD000573,PIN0286,0.36801653511359517,3,Prepaid,1339.95,14.1,apparel,1,69,0,1,13,0,0,0.269,0,0.21
ORD000574,PIN0185,0.1994521638100538,2,Prepaid,1009.35,13.6,apparel,0,47,0,1,110,0,0,0.132,0,0.05
ORD000575,PIN0096,0.08766139781561612,2,Prepaid,518.61,0.0,home,0,25,0,1,7,0,0,0.113,0,0.051
ORD000576,PIN0297,0.37085986126357623,1,Prepaid,970.59,0.8,electronics,0,37,1,1,54,1,0,0.233,0,0.048
ORD000577,PIN0276,0.2879002600445968,2,COD,656.68,26.5,apparel,0,73,1,1,545,5,1,0.273,1,0.381
ORD000578,PIN0040,0.37739358518775873,2,COD,1580.02,31.6,footwear,0,27,0,0,147,3,1,0.245,1,0.804
ORD000579,PIN0110,0.3357736090153051,3,COD,412.58,10.0,home,0,55,1,1,16,0,0,0.223,1,0.453
ORD000580,PIN0132,0.24870174259221878,1,COD,1201.95,3.8,footwear,0,61,1,1,113,2,1,0.298,1,0.288
ORD000581,PIN0265,0.05224771045445513,3,COD,1240.28,0.0,home,1,57,1,1,56,1,0,0.098,0,0.19
ORD000582,PIN0124,0.18938844288077764,1,Prepaid,1033.9,26.3,footwear,0,63,1,1,22,2,0,0.155,0,0.069
ORD000583,PIN0218,0.16948565982455668,1,COD,1446.8,27.0,apparel,0,44,0,1,288,5,1,0.116,0,0.347
ORD000584,PIN0074,0.38386906035223406,3,Prepaid,962.15,0.0,apparel,0,42,1,1,588,9,3,0.309,0,0.056
ORD000585,PIN0149,0.03702292684201334,2,COD,1772.83,0.0,apparel,1,81,0,1,304,5,0,0.055,0,0.243
ORD000586,PIN0246,0.04499326698297448,3,COD,1033.21,16.6,apparel,0,84,0,1,96,1,0,0.044,0,0.223
ORD000587,PIN0166,0.31626333508388804,3,COD,2435.33,18.2,footwear,0,73,0,1,28,0,0,0.214,1,0.58
ORD000588,PIN0293,0.4388590532716878,3,COD,1197.21,9.3,beauty,1,55,0,1,303,7,2,0.252,1,0.594
ORD000589,PIN0043,0.037347311003300854,1,COD,2331.48,14.6,apparel,0,33,0,1,164,3,0,0.052,0,0.217
ORD000590,PIN0103,0.14686359912766067,3,COD,667.6,12.0,apparel,1,47,1,0,537,4,0,0.094,0,0.544
ORD000591,PIN0033,0.04435552253412907,2,COD,458.01,15.3,home,1,42,1,1,445,11,2,0.143,0,0.244
ORD000592,PIN0095,0.6712531848658078,2,COD,1763.53,4.2,electronics,0,67,1,1,240,4,2,0.398,1,0.58
ORD000593,PIN0199,0.2548041415909087,3,COD,1047.83,14.9,home,0,52,1,0,28,2,0,0.231,1,0.715
ORD000594,PIN0069,0.4466472261075709,1,COD,98.73,6.9,footwear,0,56,1,1,60,0,0,0.304,0,0.411
ORD000595,PIN0198,0.40458255867058707,2,COD,572.0,5.9,home,1,44,0,1,40,1,0,0.291,1,0.579
ORD000596,PIN0023,0.06168375369038355,1,COD,1344.74,0.0,apparel,1,5,0,1,61,0,0,0.059,0,0.481
ORD000597,PIN0214,0.6315101336444798,2,COD,979.09,12.9,beauty,0,71,1,0,972,15,6,0.37,1,0.821
ORD000598,PIN0106,0.16299644770966804,2,COD,550.22,24.6,beauty,0,43,1,1,15,0,0,0.09,0,0.348
ORD000599,PIN0039,0.17227556210050016,3,COD,1041.11,11.1,footwear,0,64,0,1,133,0,0,0.21,0,0.331
ORD000600,PIN0031,0.41967486187398545,2,Prepaid,1174.64,10.8,apparel,0,38,1,1,24,0,0,0.364,0,0.131
ORD000601,PIN0293,0.4388590532716878,3,Prepaid,203.51,30.1,home,0,77,0,1,307,9,3,0.312,0,0.149
ORD000602,PIN0038,0.1659381340634445,2,Prepaid,2287.79,27.3,beauty,1,34,1,1,483,10,2,0.161,0,0.057
ORD000603,PIN0184,0.2948675343213751,3,COD,2646.26,35.8,electronics,0,43,1,1,18,0,0,0.197,1,0.603
ORD000604,PIN0066,0.17989723194024237,1,COD,569.34,42.1,apparel,0,45,1,0,215,5,1,0.208,1,0.644
ORD000605,PIN0266,0.20105193051315587,2,COD,3580.25,15.7,apparel,0,14,0,0,447,6,1,0.14,1,0.862
ORD000606,PIN0016,0.10870802136456358,1,Prepaid,986.16,1.1,footwear,1,53,0,1,25,1,0,0.275,0,0.104
ORD000607,PIN0286,0.36801653511359517,3,Prepaid,626.53,8.7,apparel,0,61,1,0,338,13,3,0.267,1,0.17
ORD000608,PIN0187,0.029518437279599245,3,Prepaid,610.52,21.9,electronics,0,53,1,1,53,0,0,0.076,0,0.022
ORD000609,PIN0053,0.25942751057307656,3,Prepaid,3423.18,32.3,electronics,1,91,1,1,20,0,0,0.206,0,0.179
ORD000610,PIN0121,0.1678902033753326,1,COD,420.4,2.4,apparel,1,27,0,1,199,3,1,0.255,0,0.406
ORD000611,PIN0240,0.12395838000505166,1,Prepaid,1193.54,18.1,home,0,10,0,1,91,1,0,0.09,0,0.104
ORD000612,PIN0243,0.11429433278022987,2,Prepaid,1303.73,5.5,apparel,0,21,1,1,34,1,0,0.337,0,0.088
ORD000613,PIN0174,0.3104143033084286,1,COD,1771.92,13.2,beauty,0,46,0,1,21,0,0,0.254,1,0.575
ORD000614,PIN0155,0.06950314701364126,3,Prepaid,1122.65,13.1,apparel,0,68,0,1,15,0,0,0.131,0,0.062
ORD000615,PIN0161,0.13247688971241237,1,COD,3259.72,19.6,electronics,1,48,1,1,558,12,1,0.089,1,0.349
ORD000616,PIN0068,0.10820352955491426,2,Prepaid,3673.23,39.4,beauty,0,35,1,1,20,0,0,0.085,0,0.083
ORD000617,PIN0039,0.17227556210050016,3,Prepaid,2773.68,20.7,footwear,0,74,1,1,4,0,0,0.095,0,0.074
ORD000618,PIN0033,0.04435552253412907,2,COD,1399.89,9.8,apparel,0,42,1,1,656,15,1,0.062,0,0.146
ORD000619,PIN0270,0.05871297016687864,3,Prepaid,2033.99,7.9,apparel,1,17,0,1,88,2,0,0.174,0,0.127
ORD000620,PIN0077,0.1899019233140115,1,COD,830.79,12.7,apparel,1,64,1,1,222,3,1,0.248,1,0.351
ORD000621,PIN0061,0.017546598413318317,2,Prepaid,2345.88,4.5,apparel,1,57,1,1,89,1,0,0.11,0,0.026
ORD000622,PIN0036,0.08284178114735373,3,Prepaid,658.1,16.7,electronics,0,49,0,1,546,10,1,0.129,0,0.04
ORD000623,PIN0268,0.04836706407883637,2,Prepaid,487.97,0.0,footwear,0,77,0,1,676,7,1,0.129,0,0.028
ORD000624,PIN0282,0.1658490060269755,3,Prepaid,475.58,12.5,electronics,0,42,0,1,1,0,0,0.159,0,0.08
ORD000625,PIN0250,0.1327130862470537,1,COD,1608.8,13.4,apparel,0,50,1,1,281,6,1,0.089,0,0.192
ORD000626,PIN0012,0.3248824103770745,1,COD,2996.85,1.1,footwear,0,25,1,1,241,4,1,0.198,0,0.347
ORD000627,PIN0233,0.1714469140567701,2,COD,3157.86,10.4,home,0,30,1,1,451,7,1,0.184,1,0.294
ORD000628,PIN0281,0.08231136897158131,2,COD,108.67,28.4,electronics,0,35,1,1,71,1,0,0.174,0,0.241
ORD000629,PIN0229,0.08567069914876634,3,COD,2121.09,29.3,home,1,58,1,1,360,7,1,0.118,0,0.3
ORD000630,PIN0169,0.049707931382895566,2,COD,458.7,8.6,beauty,0,31,1,1,612,15,1,0.085,0,0.151
ORD000631,PIN0107,0.1562149940849948,3,COD,4637.16,21.3,footwear,1,43,1,1,68,2,0,0.23,1,0.436
ORD000632,PIN0055,0.14581959327557492,2,COD,331.32,0.0,apparel,0,40,0,1,355,8,1,0.13,1,0.248
ORD000633,PIN0055,0.14581959327557492,2,Prepaid,208.21,11.4,beauty,1,43,1,1,177,5,1,0.103,0,0.038
ORD000634,PIN0143,0.30134916635767295,3,COD,2151.12,17.8,home,0,29,1,1,31,2,1,0.285,1,0.361
ORD000635,PIN0296,0.18053002044469238,2,Prepaid,790.38,33.3,footwear,0,40,1,1,1224,20,4,0.221,0,0.05
ORD000636,PIN0070,0.15029321287037345,2,COD,752.84,29.3,beauty,0,21,0,1,32,1,0,0.139,0,0.597
ORD000637,PIN0178,0.056718874516770906,3,COD,561.56,17.5,apparel,1,44,0,1,10,0,0,0.051,1,0.436
ORD000638,PIN0160,0.14888643303934485,3,COD,647.44,4.1,footwear,0,44,0,1,125,6,1,0.221,1,0.299
ORD000639,PIN0218,0.16948565982455668,1,COD,2216.65,31.3,electronics,0,46,0,1,763,13,3,0.213,1,0.409
ORD000640,PIN0276,0.2879002600445968,2,COD,474.18,10.9,electronics,1,56,1,1,347,5,2,0.333,0,0.441
ORD000641,PIN0038,0.1659381340634445,2,COD,956.64,20.4,apparel,0,81,1,1,218,7,2,0.225,0,0.274
ORD000642,PIN0208,0.13765125001234177,3,COD,429.54,13.5,footwear,1,11,1,1,177,2,0,0.118,1,0.502
ORD000643,PIN0089,0.22910754448601503,2,COD,1159.5,38.9,beauty,1,37,1,1,20,0,0,0.176,0,0.58
ORD000644,PIN0275,0.14779913792267438,3,Prepaid,742.52,7.7,footwear,0,26,0,1,99,2,0,0.121,0,0.039
ORD000645,PIN0064,0.13292062134901952,2,COD,1511.19,26.0,beauty,1,51,0,1,52,0,0,0.117,1,0.413
ORD000646,PIN0042,0.1286804329749095,2,Prepaid,1656.99,14.0,apparel,0,59,0,1,233,2,0,0.11,1,0.041
ORD000647,PIN0097,0.08350735734777998,1,COD,3030.96,21.8,home,1,20,1,1,68,0,0,0.141,0,0.596
ORD000648,PIN0001,0.19426107661547698,1,Prepaid,4439.51,34.4,apparel,0,51,0,1,5,0,0,0.173,0,0.16
ORD000649,PIN0089,0.22910754448601503,2,Prepaid,613.08,0.0,apparel,1,62,0,1,133,0,0,0.143,0,0.063
ORD000650,PIN0038,0.1659381340634445,2,Prepaid,1795.53,14.2,footwear,0,53,1,1,115,4,1,0.147,0,0.031
ORD000651,PIN0018,0.2210946797093708,3,Prepaid,731.71,4.3,footwear,0,38,1,0,329,8,1,0.127,0,0.092
ORD000652,PIN0295,0.039989515935606415,2,COD,1622.23,20.3,home,1,58,1,1,283,6,1,0.181,1,0.272
ORD000653,PIN0127,0.4135814221350584,2,COD,1572.86,23.3,apparel,0,39,0,1,10,0,0,0.351,0,0.713
ORD000654,PIN0271,0.10856135559503235,2,COD,1537.54,9.4,home,0,63,0,1,651,9,1,0.122,1,0.258
ORD000655,PIN0293,0.4388590532716878,3,Prepaid,1894.6,8.7,beauty,1,52,0,1,706,13,3,0.269,1,0.142
ORD000656,PIN0164,0.05853294876169379,1,Prepaid,1216.13,17.4,electronics,1,41,1,1,208,5,1,0.161,0,0.038
ORD000657,PIN0127,0.4135814221350584,2,COD,793.03,0.0,electronics,0,19,1,1,124,2,1,0.274,0,0.593
ORD000658,PIN0238,0.19595485581764938,1,Prepaid,1169.67,19.0,electronics,0,45,1,1,123,3,1,0.187,0,0.039
ORD000659,PIN0257,0.41431705315609935,3,COD,4221.83,5.2,apparel,0,23,1,1,136,1,0,0.251,1,0.679
ORD000660,PIN0032,0.1125112445860934,3,Prepaid,673.62,23.8,beauty,0,23,1,1,318,5,1,0.186,0,0.088
ORD000661,PIN0158,0.26324195978453147,1,Prepaid,845.11,0.0,apparel,1,38,0,1,464,11,3,0.251,0,0.083
ORD000662,PIN0007,0.10282236469347789,1,COD,572.99,8.2,footwear,0,43,1,1,484,4,1,0.167,0,0.191
ORD000663,PIN0112,0.24386188263641523,2,Prepaid,166.12,6.0,footwear,0,21,1,1,103,0,0,0.226,0,0.097
ORD000664,PIN0050,0.3528860025129336,2,Prepaid,1025.47,11.4,electronics,0,41,1,1,214,2,1,0.306,1,0.062
ORD000665,PIN0178,0.056718874516770906,3,COD,1701.97,31.5,footwear,0,40,0,1,175,2,0,0.159,1,0.322
ORD000666,PIN0160,0.14888643303934485,3,COD,493.37,25.2,home,0,33,1,1,246,3,0,0.15,0,0.253
ORD000667,PIN0299,0.25128662396021834,2,COD,2720.36,9.2,footwear,0,39,1,1,226,2,0,0.141,1,0.312
ORD000668,PIN0197,0.18829990136395383,3,Prepaid,1477.97,9.2,footwear,0,57,1,1,14,0,0,0.136,0,0.051
ORD000669,PIN0001,0.19426107661547698,1,COD,2230.92,25.6,apparel,0,37,1,1,203,3,1,0.184,0,0.289
ORD000670,PIN0097,0.08350735734777998,1,Prepaid,1377.56,1.0,footwear,1,56,0,0,574,12,2,0.138,1,0.138
ORD000671,PIN0179,0.09543333500337425,3,Prepaid,953.0,15.3,apparel,0,43,1,1,293,7,1,0.155,0,0.027
ORD000672,PIN0030,0.16141970430743355,2,COD,808.14,7.7,footwear,0,65,1,1,459,4,1,0.27,0,0.249
ORD000673,PIN0082,0.22315030234183808,1,COD,1335.17,12.9,beauty,1,61,1,1,220,2,1,0.289,0,0.39
ORD000674,PIN0177,0.06227004072474524,3,Prepaid,1425.33,24.7,home,0,40,1,1,100,3,0,0.055,0,0.024
ORD000675,PIN0223,0.05020633497131692,2,Prepaid,715.16,7.0,apparel,1,31,0,1,34,1,0,0.059,0,0.04
ORD000676,PIN0253,0.21270011367388433,2,COD,934.27,26.7,apparel,0,54,0,1,284,6,1,0.191,1,0.405
ORD000677,PIN0018,0.2210946797093708,3,COD,3691.12,41.4,apparel,0,34,0,1,229,4,1,0.158,0,0.536
ORD000678,PIN0174,0.3104143033084286,1,COD,1186.08,22.2,apparel,0,13,0,1,137,4,1,0.196,1,0.685
ORD000679,PIN0172,0.1792836304796501,2,Prepaid,1278.64,14.0,electronics,1,59,1,1,108,3,0,0.151,0,0.047
ORD000680,PIN0219,0.1075270431373715,3,COD,3108.45,28.9,apparel,0,32,1,1,22,0,0,0.081,0,0.406
ORD000681,PIN0137,0.22319119485139746,1,Prepaid,1439.06,1.7,footwear,0,5,0,1,16,1,0,0.198,0,0.195
ORD000682,PIN0077,0.1899019233140115,1,COD,1075.37,33.3,footwear,0,43,0,1,314,8,1,0.153,1,0.4
ORD000683,PIN0151,0.11454454166446207,2,Prepaid,2187.11,6.0,beauty,1,63,1,1,10,0,0,0.131,0,0.058
ORD000684,PIN0095,0.6712531848658078,2,COD,1855.88,41.0,footwear,0,33,1,1,628,8,3,0.383,1,0.711
ORD000685,PIN0243,0.11429433278022987,2,COD,1302.71,6.4,beauty,0,38,1,1,274,4,0,0.105,0,0.173
ORD000686,PIN0187,0.029518437279599245,3,Prepaid,1386.59,22.9,footwear,0,54,0,1,138,3,0,0.046,0,0.033
ORD000687,PIN0229,0.08567069914876634,3,Prepaid,865.64,0.0,home,0,35,1,1,742,16,3,0.218,0,0.024
ORD000688,PIN0125,0.16208424984251227,2,COD,401.14,12.4,home,1,42,1,1,911,18,4,0.234,1,0.329
ORD000689,PIN0064,0.13292062134901952,2,COD,1670.63,2.0,apparel,0,62,1,1,389,10,1,0.097,1,0.166
ORD000690,PIN0129,0.04271815136040225,2,COD,264.26,0.0,home,0,58,1,1,78,0,0,0.122,0,0.14
ORD000691,PIN0084,0.3366089221382588,2,COD,417.9,29.5,home,1,49,1,1,53,1,0,0.311,0,0.536
ORD000692,PIN0233,0.1714469140567701,2,COD,924.45,0.3,apparel,1,11,1,1,177,3,1,0.213,1,0.515
ORD000693,PIN0068,0.10820352955491426,2,Prepaid,852.24,6.2,apparel,1,56,1,0,170,5,1,0.14,0,0.107
ORD000694,PIN0054,0.2536131832355048,3,COD,1800.06,4.8,footwear,0,37,1,1,17,0,0,0.305,1,0.423
ORD000695,PIN0025,0.18879443382778816,3,Prepaid,2136.15,28.7,footwear,0,54,1,1,215,4,1,0.135,0,0.041
ORD000696,PIN0250,0.1327130862470537,1,COD,4040.01,27.2,beauty,1,14,0,1,33,0,0,0.179,1,0.752
ORD000697,PIN0056,0.09526888086892404,2,COD,223.31,30.2,apparel,0,63,0,1,201,2,0,0.106,0,0.314
ORD000698,PIN0092,0.048514119952498914,3,Prepaid,1531.8,5.6,electronics,0,28,1,1,122,2,0,0.044,0,0.02
ORD000699,PIN0264,0.06150720406271427,2,COD,1487.03,31.2,apparel,1,53,1,0,135,6,1,0.188,1,0.616
ORD000700,PIN0174,0.3104143033084286,1,Prepaid,1354.85,5.5,footwear,0,63,1,1,655,15,4,0.276,0,0.049
ORD000701,PIN0011,0.23995645601446844,2,COD,1670.1,5.9,apparel,1,52,0,1,158,1,0,0.234,0,0.452
ORD000702,PIN0136,0.02334406143818844,1,Prepaid,1925.17,6.6,apparel,1,52,0,1,41,1,0,0.059,0,0.037
ORD000703,PIN0151,0.11454454166446207,2,Prepaid,2778.44,7.1,beauty,0,46,1,1,261,8,1,0.151,0,0.034
ORD000704,PIN0217,0.08454080558982856,2,Prepaid,1384.99,13.9,home,1,20,0,1,43,0,0,0.179,0,0.147
ORD000705,PIN0210,0.31081627181481286,1,COD,3355.32,4.9,footwear,1,71,1,1,256,4,1,0.172,1,0.433
ORD000706,PIN0005,0.3672067173505017,1,COD,1392.4,17.8,electronics,1,66,1,1,1585,20,4,0.214,0,0.458
ORD000707,PIN0170,0.3311683196889837,1,COD,760.66,0.0,apparel,0,37,0,1,936,10,2,0.192,0,0.369
ORD000708,PIN0021,0.11081589624148036,1,COD,1301.69,17.7,apparel,0,5,1,1,119,2,0,0.164,1,0.43
ORD000709,PIN0117,0.06430148336763013,2,COD,532.89,1.9,home,0,65,1,1,38,0,0,0.095,0,0.144
ORD000710,PIN0073,0.15856417771242562,3,COD,557.39,7.0,apparel,1,8,1,1,22,2,0,0.083,1,0.606
ORD000711,PIN0146,0.36719789136152997,3,COD,986.7,7.3,home,0,55,1,1,185,4,1,0.307,0,0.368
